mission_id,mission_type,operate_type,x,y,speed(mps),time,
, , , -225.165, 157.456, 0.000, 1637590810.889, 
, , , -225.165, 157.456, 0.000, 1637590811.894, 
, , , -225.166, 157.456, 0.000, 1637590812.898, 
, , , -225.166, 157.456, 0.000, 1637590813.903, 
, , , -225.166, 157.456, 0.000, 1637590814.907, 
, , , -225.166, 157.456, 0.000, 1637590815.913, 
, , , -225.166, 157.457, 0.000, 1637590816.921, 
, , , -225.166, 157.457, 0.000, 1637590817.927, 
, , , -225.167, 157.457, 0.000, 1637590818.930, 
, , , -225.167, 157.457, 0.000, 1637590819.934, 
, , , -225.167, 157.457, 0.000, 1637590820.938, 
, , , -225.170, 157.455, 0.000, 1637590821.941, 
, , , -225.174, 157.453, 0.000, 1637590822.951, 
, , , -225.176, 157.451, 0.000, 1637590823.957, 
, , , -225.177, 157.450, 0.000, 1637590824.960, 
, , , -225.178, 157.449, 0.000, 1637590825.964, 
, , , -225.179, 157.448, 0.000, 1637590826.972, 
, , , -225.180, 157.448, 0.000, 1637590827.976, 
, , , -225.181, 157.448, 0.000, 1637590828.980, 
, , , -225.181, 157.448, 0.000, 1637590829.986, 
, , , -225.182, 157.448, 0.000, 1637590830.990, 
, , , -225.182, 157.448, 0.000, 1637590831.994, 
, , , -225.182, 157.448, 0.000, 1637590833.006, 
, , , -225.183, 157.448, 0.000, 1637590834.010, 
, , , -225.182, 157.448, 0.000, 1637590835.021, 
, , , -225.183, 157.448, 0.000, 1637590836.027, 
, , , -225.183, 157.448, 0.000, 1637590837.030, 
