 , ,23.657,153.833,0,1637219729, 
 , ,23.657,153.833,0,1637219730, 
 , ,23.657,153.833,0,1637219731, 
 , ,23.657,153.833,0,1637219732, 
 , ,23.657,153.833,0,1637219733, 
 , ,23.657,153.834,0,1637219734, 
 , ,23.657,153.834,0,1637219735, 
 , ,23.657,153.834,0,1637219736, 
 , ,23.657,153.834,0,1637219737, 
 , ,23.657,153.834,0,1637219738, 
 , ,23.657,153.834,0,1637219739, 
 , ,23.657,153.834,0,1637219740, 
 , ,23.657,153.834,0,1637219741, 
 , ,23.657,153.834,0,1637219742, 
 , ,23.657,153.834,0,1637219743, 
 , ,23.657,153.834,0,1637219744, 
 , ,23.657,153.834,0,1637219745, 
 , ,23.657,153.834,0,1637219746, 
 , ,23.657,153.834,0,1637219747, 
 , ,23.657,153.834,0,1637219748, 
 , ,23.657,153.834,0,1637219749, 
 , ,23.657,153.834,0,1637219750, 
 , ,23.657,153.834,0,1637219751, 
 , ,23.657,153.834,0,1637219752, 
 , ,23.657,153.834,0,1637219753, 
 , ,23.657,153.834,0,1637219754, 
 , ,23.657,153.834,0,1637219755, 
 , ,23.657,153.834,0,1637219756, 
 , ,23.657,153.834,0,1637219757, 
 , ,23.657,153.834,0,1637219758, 
 , ,23.657,153.834,0,1637219759, 
 , ,23.657,153.834,0,1637219760, 
 , ,23.657,153.833,0,1637219761, 
 , ,23.657,153.832,0,1637219762, 
 , ,23.657,153.831,0,1637219763, 
 , ,23.657,153.831,0,1637219764, 
 , ,23.657,153.831,0,1637219765, 
 , ,23.657,153.831,0,1637219767, 
 , ,23.658,153.831,0,1637219768, 
 , ,23.658,153.831,0,1637219769, 
 , ,23.658,153.831,0,1637219770, 
 , ,23.658,153.831,0,1637219771, 
 , ,23.658,153.831,0,1637219772, 
 , ,23.658,153.831,0,1637219773, 
 , ,23.658,153.831,0,1637219774, 
 , ,23.658,153.831,0,1637219775, 
 , ,23.658,153.831,0,1637219776, 
 , ,23.658,153.831,0,1637219777, 
 , ,23.658,153.831,0,1637219778, 
 , ,23.658,153.831,0,1637219779, 
 , ,23.658,153.831,0,1637219780, 
 , ,23.658,153.831,0,1637219781, 
 , ,23.658,153.831,0,1637219782, 
 , ,23.658,153.831,0,1637219783, 
 , ,23.658,153.831,0,1637219784, 
 , ,23.658,153.831,0,1637219785, 
 , ,23.658,153.831,0,1637219786, 
 , ,23.658,153.832,0,1637219787, 
 , ,23.658,153.832,0,1637219788, 
 , ,23.658,153.832,0,1637219789, 
 , ,23.658,153.832,0,1637219790, 
 , ,23.658,153.832,0,1637219791, 
 , ,23.658,153.832,0,1637219792, 
 , ,23.658,153.832,0,1637219793, 
 , ,23.658,153.832,0,1637219794, 
 , ,23.658,153.832,0,1637219795, 
 , ,23.658,153.832,0,1637219796, 
 , ,23.658,153.832,0,1637219797, 
 , ,23.658,153.832,0,1637219798, 
 , ,23.658,153.833,0,1637219799, 
 , ,23.658,153.833,0,1637219800, 
 , ,23.658,153.833,0,1637219801, 
 , ,23.657,153.833,0,1637219802, 
 , ,23.657,153.833,0,1637219803, 
 , ,23.657,153.833,0,1637219804, 
 , ,23.657,153.833,0,1637219805, 
 , ,23.657,153.833,0,1637219806, 
 , ,23.657,153.833,0,1637219807, 
 , ,23.657,153.833,0,1637219808, 
 , ,23.657,153.833,0,1637219809, 
 , ,23.657,153.833,0,1637219810, 
 , ,23.657,153.833,0,1637219811, 
 , ,23.657,153.833,0,1637219812, 
 , ,23.657,153.833,0,1637219813, 
 , ,23.657,153.834,0,1637219814, 
 , ,23.657,153.834,0,1637219815, 
 , ,23.657,153.834,0,1637219816, 
 , ,23.657,153.834,0,1637219817, 
 , ,23.657,153.834,0,1637219818, 
 , ,23.657,153.834,0,1637219819, 
 , ,23.657,153.834,0,1637219820, 
 , ,23.657,153.834,0,1637219821, 
 , ,23.657,153.834,0,1637219822, 
 , ,23.657,153.834,0,1637219823, 
 , ,23.657,153.834,0,1637219824, 
 , ,23.657,153.834,0,1637219825, 
 , ,23.657,153.834,0,1637219826, 
 , ,23.657,153.834,0,1637219827, 
 , ,23.657,153.834,0,1637219828, 
 , ,23.658,153.835,0,1637219829, 
 , ,23.659,153.836,0,1637219830, 
 , ,23.66,153.836,0,1637219831, 
 , ,23.66,153.836,0,1637219832, 
 , ,23.66,153.836,0,1637219833, 
 , ,23.66,153.836,0,1637219834, 
 , ,23.66,153.836,0,1637219835, 
 , ,23.66,153.836,0,1637219836, 
 , ,23.66,153.836,0,1637219837, 
 , ,23.66,153.836,0,1637219838, 
 , ,23.66,153.836,0,1637219839, 
 , ,23.66,153.836,0,1637219840, 
 , ,23.66,153.836,0,1637219841, 
 , ,23.66,153.836,0,1637219842, 
 , ,23.66,153.836,0,1637219843, 
 , ,23.66,153.836,0,1637219844, 
 , ,23.66,153.836,0,1637219845, 
 , ,23.66,153.836,0,1637219846, 
 , ,23.66,153.836,0,1637219847, 
 , ,23.66,153.836,0,1637219848, 
 , ,23.66,153.836,0,1637219849, 
 , ,23.66,153.836,0,1637219850, 
 , ,23.66,153.836,0,1637219851, 
 , ,23.66,153.836,0,1637219852, 
 , ,23.66,153.836,0,1637219853, 
 , ,23.66,153.836,0,1637219854, 
 , ,23.66,153.836,0,1637219855, 
 , ,23.66,153.836,0,1637219856, 
 , ,23.66,153.836,0,1637219857, 
 , ,23.66,153.836,0,1637219858, 
 , ,23.66,153.836,0,1637219859, 
 , ,23.66,153.836,0,1637219860, 
 , ,23.66,153.836,0,1637219861, 
 , ,23.66,153.836,0,1637219862, 
 , ,23.66,153.836,0,1637219863, 
 , ,23.66,153.836,0,1637219864, 
 , ,23.66,153.836,0,1637219865, 
 , ,23.66,153.836,0,1637219866, 
 , ,23.66,153.836,0,1637219867, 
 , ,23.66,153.836,0,1637219868, 
 , ,23.66,153.836,0,1637219869, 
 , ,23.66,153.836,0,1637219870, 
 , ,23.66,153.836,0,1637219871, 
 , ,23.66,153.836,0,1637219872, 
 , ,23.66,153.836,0,1637219873, 
 , ,23.66,153.836,0,1637219874, 
 , ,23.66,153.836,0,1637219875, 
 , ,23.659,153.836,0,1637219876, 
 , ,23.659,153.836,0,1637219877, 
 , ,23.659,153.836,0,1637219878, 
 , ,23.659,153.836,0,1637219879, 
 , ,23.659,153.836,0,1637219880, 
 , ,23.659,153.835,0,1637219881, 
 , ,23.659,153.835,0,1637219882, 
 , ,23.659,153.835,0,1637219883, 
 , ,23.659,153.835,0,1637219884, 
 , ,23.659,153.835,0,1637219885, 
 , ,23.659,153.835,0,1637219886, 
 , ,23.659,153.835,0,1637219887, 
 , ,23.659,153.834,0,1637219888, 
 , ,23.659,153.834,0,1637219889, 
 , ,23.659,153.834,0,1637219890, 
 , ,23.659,153.834,0,1637219891, 
 , ,23.659,153.834,0,1637219892, 
 , ,23.659,153.834,0,1637219893, 
 , ,23.659,153.834,0,1637219894, 
 , ,23.659,153.834,0,1637219895, 
 , ,23.659,153.834,0,1637219896, 
 , ,23.659,153.834,0,1637219897, 
 , ,23.659,153.834,0,1637219898, 
 , ,23.659,153.834,0,1637219899, 
 , ,23.659,153.834,0,1637219900, 
 , ,23.659,153.834,0,1637219901, 
 , ,23.659,153.834,0,1637219902, 
 , ,23.659,153.834,0,1637219903, 
 , ,23.659,153.833,0,1637219904, 
 , ,23.659,153.833,0,1637219905, 
 , ,23.659,153.833,0,1637219906, 
 , ,23.659,153.833,0,1637219907, 
 , ,23.659,153.833,0,1637219908, 
 , ,23.659,153.833,0,1637219909, 
 , ,23.659,153.833,0,1637219910, 
 , ,23.659,153.833,0,1637219911, 
 , ,23.659,153.833,0,1637219912, 
 , ,23.659,153.833,0,1637219913, 
 , ,23.66,153.832,0,1637219914, 
 , ,23.66,153.832,0,1637219915, 
 , ,23.66,153.832,0,1637219916, 
 , ,23.66,153.832,0,1637219917, 
 , ,23.66,153.832,0,1637219918, 
 , ,23.66,153.832,0,1637219919, 
 , ,23.66,153.832,0,1637219920, 
 , ,23.66,153.832,0,1637219921, 
 , ,23.66,153.832,0,1637219922, 
 , ,23.66,153.832,0,1637219923, 
 , ,23.66,153.832,0,1637219924, 
 , ,23.66,153.832,0,1637219925, 
 , ,23.66,153.832,0,1637219926, 
 , ,23.66,153.832,0,1637219927, 
 , ,23.66,153.832,0,1637219928, 
 , ,23.66,153.832,0,1637219929, 
 , ,23.66,153.832,0,1637219930, 
 , ,23.66,153.832,0,1637219931, 
 , ,23.66,153.832,0,1637219932, 
 , ,23.66,153.832,0,1637219933, 
 , ,23.66,153.833,0,1637219934, 
 , ,23.66,153.833,0,1637219935, 
 , ,23.66,153.833,0,1637219936, 
 , ,23.661,153.833,0,1637219937, 
 , ,23.661,153.833,0,1637219938, 
 , ,23.661,153.834,0,1637219939, 
 , ,23.661,153.834,0,1637219940, 
 , ,23.661,153.834,0,1637219941, 
 , ,23.661,153.834,0,1637219942, 
 , ,23.661,153.833,0,1637219943, 
 , ,23.661,153.834,0,1637219944, 
 , ,23.661,153.833,0,1637219945, 
 , ,23.661,153.833,0,1637219946, 
 , ,23.661,153.833,0,1637219947, 
 , ,23.662,153.833,0,1637219948, 
 , ,23.662,153.833,0,1637219949, 
 , ,23.662,153.833,0,1637219950, 
 , ,23.662,153.833,0,1637219951, 
 , ,23.662,153.832,0,1637219952, 
 , ,23.662,153.832,0,1637219953, 
 , ,23.662,153.832,0,1637219954, 
 , ,23.662,153.832,0,1637219955, 
 , ,23.662,153.832,0,1637219956, 
 , ,23.662,153.832,0,1637219957, 
 , ,23.662,153.832,0,1637219958, 
 , ,23.662,153.832,0,1637219959, 
 , ,23.661,153.831,0,1637219960, 
 , ,23.66,153.831,0,1637219961, 
 , ,23.66,153.831,0,1637219963, 
 , ,23.66,153.832,0,1637219964, 
 , ,23.66,153.832,0,1637219965, 
 , ,23.66,153.832,0,1637219966, 
 , ,23.66,153.832,0,1637219967, 
 , ,23.66,153.832,0,1637219968, 
 , ,23.66,153.833,0,1637219969, 
 , ,23.66,153.833,0,1637219970, 
 , ,23.66,153.833,0,1637219971, 
 , ,23.66,153.833,0,1637219972, 
 , ,23.66,153.833,0,1637219973, 
 , ,23.659,153.832,0,1637219974, 
 , ,23.66,153.831,0,1637219975, 
 , ,23.659,153.831,0,1637219976, 
 , ,23.659,153.831,0,1637219977, 
 , ,23.659,153.831,0,1637219978, 
 , ,23.659,153.831,0,1637219979, 
 , ,23.659,153.831,0,1637219980, 
 , ,23.659,153.832,0,1637219981, 
 , ,23.659,153.832,0,1637219982, 
 , ,23.659,153.832,0,1637219983, 
 , ,23.659,153.832,0,1637219984, 
 , ,23.659,153.832,0,1637219985, 
 , ,23.659,153.832,0,1637219986, 
 , ,23.659,153.832,0,1637219987, 
 , ,23.659,153.832,0,1637219988, 
 , ,23.659,153.832,0,1637219989, 
 , ,23.659,153.831,0,1637219990, 
